dates,result
2016-01-11 13:22:00,14.9
2016-01-27 13:40:00,1.91
2016-03-09 14:09:00,7.61
2016-04-06 13:27:00,3.07
2016-05-26 11:05:00,1.31
2016-06-22 12:32:00,1.1
2016-07-18 11:21:00,1.26
2016-08-11 12:07:00,2.75
2016-10-25 15:15:00,1.27
2016-11-22 13:24:00,2.75
2016-12-01 11:09:00,1.67
2016-12-15 10:39:00,1.67
2017-01-24 11:44:00,2.4
2017-02-07 14:13:00,2.29
2017-03-07 12:00:00,2.75
2017-04-27 10:13:00,1.96
2017-05-18 13:16:00,2.34
2017-06-12 12:25:00,1.0
2017-07-26 11:21:00,1.1
2017-08-17 13:02:00,1.0
2017-09-25 11:16:00,1.0
2017-10-20 11:01:00,1.31
2017-11-28 13:41:00,1.18
2017-12-14 12:16:00,1.94
2018-02-01 11:52:00,1.58
2018-02-15 10:13:00,3.42
2018-03-08 12:23:00,1.9
2018-04-20 11:33:00,1.77
2018-05-31 10:12:00,1.1
2018-06-19 13:19:00,1.5
2018-07-17 11:31:00,1.34
2018-08-23 11:28:00,1.0
2018-09-11 13:21:00,1.0
2018-10-24 12:49:00,3.41
2018-12-18 13:33:00,1.34
2019-01-15 12:07:00,1.0
2019-02-18 11:58:00,1.05
2019-03-18 13:16:00,1.39
2019-04-29 12:41:00,1.65
2019-05-23 10:41:00,1.87
2019-06-18 12:33:00,1.3
2019-07-09 13:31:00,1.0
2019-08-19 10:52:00,1.0
2019-09-03 11:53:00,1.0
2019-10-17 10:31:00,1.0
2019-11-14 12:23:00,1.93
2019-12-02 11:59:00,1.3
2020-01-15 11:03:00,3.2
2020-02-05 12:46:00,1.5
2020-03-06 09:36:00,2.2
