dates,result
2009-05-11 12:50:00,12.6
2009-06-03 11:20:00,12.7
2009-07-14 10:15:00,11.2
2009-08-18 11:05:00,15.9
2009-09-03 10:50:00,9.6
2009-10-14 10:40:00,15.6
2009-11-06 10:50:00,13.2
2009-12-10 11:40:00,14.0
2010-01-18 10:55:00,10.0
2010-02-10 12:35:00,16.7
2010-03-11 11:35:00,16.3
2010-04-16 11:05:00,12.7
2010-06-08 11:50:00,10.5
2010-08-13 12:20:00,11.7
2010-09-03 12:25:00,12.6
2010-09-30 12:15:00,8.93
2010-10-15 11:20:00,16.7
2010-11-16 12:00:00,13.4
2010-12-07 12:40:00,15.1
2010-12-07 12:35:00,14.9
2011-01-14 13:15:00,9.39
2011-01-14 13:10:00,9.29
2011-02-10 10:45:00,13.7
2011-02-10 10:50:00,12.9
2011-03-14 12:10:00,12.9
2011-03-14 12:05:00,12.5
2011-04-06 11:00:00,14.3
2011-04-06 11:05:00,14.3
2011-05-16 11:15:00,14.9
2011-05-16 11:00:00,14.8
2011-06-02 11:15:00,14.4
2011-06-02 11:00:00,14.4
2011-07-12 11:50:00,12.3
2011-07-12 11:40:00,12.4
2011-08-08 10:45:00,14.6
2011-08-08 10:00:00,14.6
2011-09-02 12:10:00,14.5
2011-09-02 12:05:00,14.6
2011-10-07 10:40:00,13.5
2011-10-07 10:30:00,13.7
2011-12-02 11:15:00,14.5
2011-12-02 11:30:00,14.5
2011-12-09 11:00:00,17.3
2011-12-09 10:55:00,17.0
2012-01-05 11:45:00,9.73
2012-01-05 11:40:00,9.75
2012-02-02 10:45:00,14.1
2012-02-02 10:50:00,14.1
2012-02-28 11:00:00,12.6
2012-02-28 10:55:00,12.7
2012-04-10 11:00:00,10.8
2012-04-10 10:55:00,10.6
2012-05-09 14:41:00,10.3
2012-06-12 11:40:00,4.92
2012-07-04 09:08:00,11.3
2012-08-07 10:42:00,11.2
2012-09-06 16:30:00,18.2
2012-10-01 11:04:00,18.1
2012-11-09 14:50:00,18.3
2012-11-20 11:17:00,17.0
2013-02-15 13:45:00,8.91
2013-02-18 12:34:00,13.3
2013-03-14 14:16:00,14.6
2013-04-03 11:07:00,13.7
2013-04-11 11:08:00,9.56
2013-04-30 01:05:00,12.0
2013-06-10 18:51:00,13.6
2013-06-28 12:37:00,14.5
2013-08-02 10:21:00,10.4
2013-09-16 15:14:00,9.61
2013-10-21 11:17:00,7.45
2013-11-11 15:32:00,13.1
2013-12-05 14:31:00,20.9
2014-01-21 12:24:00,12.2
2014-02-14 13:43:00,10.1
2014-03-06 11:50:00,11.1
2014-04-22 09:51:00,13.1
2014-05-13 12:27:00,12.3
2014-05-13 12:32:00,12.3
2014-06-24 13:08:00,11.1
2014-07-22 15:40:00,12.8
2014-08-20 11:07:00,12.2
2014-09-15 12:35:00,13.5
2014-10-14 11:03:00,7.46
2014-11-10 12:02:00,8.24
2014-12-09 11:50:00,14.5
2015-01-23 11:07:00,12.0
2015-02-16 10:28:00,12.9
2015-03-03 15:15:00,10.5
2015-04-07 13:07:00,16.0
2015-05-29 13:21:00,15.0
2015-06-26 12:05:00,14.6
2015-07-13 11:18:00,16.5
2015-08-27 15:51:00,8.4
2015-09-17 13:17:00,7.57
2015-10-19 14:34:00,19.2
2015-11-05 10:07:00,14.3
2015-12-16 11:27:00,12.2
2016-01-11 13:22:00,5.64
2016-01-27 13:40:00,16.6
2016-03-09 14:09:00,7.98
2016-04-06 13:27:00,15.6
2016-05-26 11:05:00,19.5
2016-06-22 12:32:00,14.2
2016-07-18 11:21:00,12.9
2016-08-11 12:07:00,16.6
2016-10-25 15:15:00,18.5
2016-11-22 13:24:00,10.8
2016-12-01 11:09:00,18.4
2016-12-15 10:39:00,22.2
2017-01-24 11:44:00,22.2
2017-02-07 14:13:00,15.0
2017-03-07 12:00:00,21.7
2017-04-27 10:13:00,22.1
2017-05-18 13:16:00,12.2
2017-06-12 12:25:00,19.5
2017-07-26 11:21:00,17.9
2017-08-17 13:02:00,20.0
2017-09-25 11:16:00,19.6
2017-10-20 11:01:00,21.6
2017-11-28 13:41:00,22.2
2017-12-14 12:16:00,12.3
2018-02-01 11:52:00,24.2
2018-02-15 10:13:00,14.0
2018-03-08 12:23:00,19.4
2018-04-20 11:33:00,20.3
2018-05-31 10:12:00,14.2
2018-06-19 13:19:00,21.3
2018-07-17 11:31:00,17.3
2018-08-23 11:28:00,19.3
2018-09-11 13:21:00,19.8
2018-10-24 12:49:00,20.6
2018-12-18 13:33:00,18.1
2019-01-15 12:07:00,22.3
2019-02-18 11:58:00,24.4
2019-03-18 13:16:00,13.7
2019-04-29 12:41:00,18.9
2019-05-23 10:41:00,18.1
2019-06-18 12:33:00,19.3
2019-07-09 13:31:00,16.8
2019-08-19 10:52:00,17.9
2019-09-03 11:53:00,22.9
2019-10-17 10:31:00,17.9
2019-11-14 12:23:00,13.1
2019-12-02 11:59:00,19.9
2020-01-15 11:03:00,9.05
2020-02-05 12:46:00,18.9
2020-03-06 09:36:00,9.86
2021-06-15 13:46:00,18.9
2021-07-16 12:11:00,16.9
2021-08-26 14:26:00,18.9
2021-09-17 13:45:00,17.9
2021-11-30 11:38:00,18.9
2022-01-18 10:54:00,19.9
2022-01-31 10:59:00,23.9
2022-02-25 10:05:00,15.9
2022-03-18 12:11:00,14.9
2022-04-25 13:19:00,20.9
2022-05-31 10:58:00,19.9
2022-06-24 12:50:00,19.8
2022-07-11 13:07:00,23.8
2022-08-22 11:21:00,15.9
2022-10-05 11:27:00,23.9
2022-10-28 13:37:00,18.9
2022-11-16 13:50:00,13.9
