dates,result
2021-06-15 14:39:00,9.35
2021-06-30 16:23:00,3.57
2021-07-26 12:30:00,0.269
2021-10-26 10:18:00,8.55
2021-11-23 11:30:00,5.97
2021-12-15 14:11:00,9.56
2022-01-31 11:34:00,14.0
2022-02-14 13:50:00,14.0
2022-03-14 11:17:00,13.0
2022-04-25 12:32:00,5.47
2022-05-31 10:10:00,8.86
2022-06-24 11:25:00,13.0
2022-07-27 13:16:00,12.0
2022-09-29 11:49:00,15.0
2022-11-16 10:28:00,9.58
